english,arabic,url,arabic_description
Synthetic intelligence,الذكاء المصطنع,https://arabicglossary.dubaifuture.ae/ar/words/synthetic-intelligence,مصطلح بديل للذكاء الاصطناعي يؤكد أن ذكاء الآلات لا يجب أن يكون تقليدًا أو اصطناعيًا وإنما شكلاً حقيقياً من الذكاء.
Functional magnetic resonance,الرنين المغناطيسي الوظيفي,https://arabicglossary.dubaifuture.ae/ar/words/functional-magnetic-resonance,تقنية لقياس نشاط الدماغ. ويعمل من خلال رصد التغيرات في مستوى الأكسجين في الدم والتروية الدموية التي تحدث بسبب النشاط العصبي في منطقة من الدماغ عندما يزداد نشاطها بسبب استهلاكها لكمية أكبر من الأكسجين ما يؤدي إلى زيادة التروية الدموية لهذه المنطقة. ويستخدم الرنين المغناطيسي الوظيفي لرسم خرائط توضح دور كل منطقة من الدماغ في العمليات العقلية المختلفة.
Soft robotics,الروبوتات اللينة,https://arabicglossary.dubaifuture.ae/ar/words/soft-robotics,هو فرع من علم تطوير الروبوتات الذي يهتم بتصميم الروبوتات من مواد متوافقة ومماثلة للمواد الموجودة في الكائنات الحية.
Biomimetic robotics,الروبوتات المحاكية للكائنات الحية,https://arabicglossary.dubaifuture.ae/ar/words/biomimetic-robotics,الروبوتات التي تحاكي حركات البشر أو الحيوانات وتصرفاتها.
Epistasis,الرَّوكَبة,https://arabicglossary.dubaifuture.ae/ar/words/epistasis,تثبيط تأثير مورثة معينة عن طريق مورثة أخرى
Computational mathematics,الرياضيات الحوسبية,https://arabicglossary.dubaifuture.ae/ar/words/computational-mathematics,أبحاث الرياضيات في مجالات العلوم والهندسة التي تلعب فيها الحوسبة الدور المحوري.
Scenarios,السيناريوهات,https://arabicglossary.dubaifuture.ae/ar/words/scenarios,السيناريوهات المستقبلية تمثل إحدى المنهجيات النوعية لاستشراف المستقبل التي تنظر إلى المستقبل برؤية أوسع وتتناول الأحداث وآليات التغيير، بالإضافة إلى اكتشاف المخاطر المستقبلية والفرص المتاحة.
Convolutional Neural Network (CNN),الشبكة العصبية الالتفافية,https://arabicglossary.dubaifuture.ae/ar/words/convolutional-neural-network-cnn,خوارزمية تعلم عميق يمكن إدخال الصور إليها فتحدد العناصر المهمة فيها وتميز بينها
Net zero,الصافي الصفري,https://arabicglossary.dubaifuture.ae/ar/words/net-zero,الحالة التي تتساوى وتتوازن فيها كمية غازات الدفيئة المنبعثة في الغلاف الجوي مع كمية غازات الدفيئة المزالة من الغلاف الجوي.
Precision Medicine,الطب الدقيق,https://arabicglossary.dubaifuture.ae/ar/words/precision-medicine,نموذج طبي يقترح تخصيص الرعاية الصحية، وتُصمم فيه القرارات الطبية أو العلاجات أو الممارسات أو المنتجات لتناسب فئة محددة من المرضى بدلًا من نموذج «دواء واحد يناسب الجميع».
Personalized Medicine,الطب الشخصي,https://arabicglossary.dubaifuture.ae/ar/words/personalized-medicine,يسمى أيضًا الطب الدقيق، وهو نموذج طبي يفصل الأشخاص إلى مجموعات مختلفة، ويعتمد على القرارات الطبية والممارسات والتدخلات والمنتجات المصممة لكل مريض على حدة بناءً على استجابته المتوقعة أو خطر الإصابة بمرض معين.
Bioprinting,الطباعة الحيوية,https://arabicglossary.dubaifuture.ae/ar/words/bioprinting-2,الطباعة الحيوية هي تقنية تتم فيها طباعة الأحبار الحيوية والمواد الحيوية بشكل ثلاثي الأبعاد لبناء هياكل ثلاثية الأبعاد تشبه الأنسجة الطبيعية.
3D Print,الطباعة ثلاثية الأبعاد,https://arabicglossary.dubaifuture.ae/ar/words/3d-print,عملية إنتاج أجسام ثلاثية الأبعاد باستخدام ملفات رقمية
Centrifuging,الطرد المركزي,https://arabicglossary.dubaifuture.ae/ar/words/centrifuging,فعل يشير إلى التعرض إلى قوة الطرد المركزي خاصةً داخل الجهاز
Fluent,الطلاقة,https://arabicglossary.dubaifuture.ae/ar/words/fluent,هي حالة يمكن أن تتغير بمرور الوقت. يمكن تمثيل الطلاقة في المناهج المنطقية للتفكير حول الأفعال بمنطق من الدرجة الأولى من خلال مسندات لها عوامل تعتمد على الوقت.
Gene therapy,العلاج الوراثي,https://arabicglossary.dubaifuture.ae/ar/words/gene-therapy,ينطوي العلاج الوراثي على تعديل مورثات الفرد لعلاج مرض أو الشفاء منه. تشمل العلاجات الوراثية استبدال المورثة المسببة للمرض بمورثة سليمة أو التخلص من المورثة المسببة للمرض أو إضافة مورثة جديدة أو معدّل لعلاج المرض. وما زالت العلاجات الوراثية في مرحلة التجربة لعلاج السرطان والأمراض الوراثية والمعدية.
Digital native brand (DNB),العلامات التجارية الرقمية الأصلية (DNBs),https://arabicglossary.dubaifuture.ae/ar/words/digital-native-brand-dnb,تُسمى أيضاً الشركات الافتراضية الأصلية(NVCs) وهي علامات تجارية نشأت وتعمل بالكامل عبر الإنترنت. ولا تمتلك هذه العلامات وجوداً مادياً ويعمل موظفوها عن بُعد، ومع ذلك فإن العديد من هذه الشركات قادرة على تحقيق إيرادات مماثلة لإيرادات أكبر الشركات أو حتى تجاوزها. وقد يقتصر الوجود المادي لهذه «فورتشن 500» أو «جلوبال » على لائحة الشركات على الشحن والتوزيع في حالة البضائع المادية.
Cognitive science,العلم المعرفي,https://arabicglossary.dubaifuture.ae/ar/words/cognitive-science,علم يعتمد على مجالات عديدة مثل الذكاء الاصطناعي وعلم النفس وغيرها لوضع نظريات عن الحس البشري والتفكير والتعلم.
Cognitive architecture,العمارة المعرفية,https://arabicglossary.dubaifuture.ae/ar/words/cognitive-architecture,نظرية تتضمن الهياكل الثابتة التي تكون العقل سواء ف الأنظمة الطبيعية أو الاصطناعية وكيفية عملها معًا بالتعاون مع والمعرفة والمهارات التي تنتج السلوك الذكي في بيئات متنوعة.
Stablecoins,العملات الثابتة,https://arabicglossary.dubaifuture.ae/ar/words/stablecoins,العملات الثابتة نوع من العملات الرقمية ذات سعر يرتبط بعملة مشفرة أو عملات ورقية أو سلع متداولة في البورصة (مثل المعادن الثمينة أو المعادن الصناعية).
Structural Elements,العناصر البنيوية,https://arabicglossary.dubaifuture.ae/ar/words/structural-elements,تستخدم في التحليل الهيكلي لتقسيم الهيكل المعقد إلى عناصر بسيطة، ولا يمكن تقسيم العنصر إلى أجزاء من أنواع مختلفة. يمكن أن تكون العناصر خطوطًا أو أسطحًا أو أحجامًا.
Semantic elements,العناصر الدلالية,https://arabicglossary.dubaifuture.ae/ar/words/semantic-elements,هي جزء من الكود البرمجي يستخدم الكلمات اللغة البشرية لشرح وظيفة الكود البرمجي بوضوح .
