Vendor, بائع,
Ventilator card, بطاقة تهوية,
Verbose, مطنب,
Verification, تحقيق,
Verify, تحقيق,
Version, إصدار,
Versioning, أصدرة,
Versions, اصدارات,
Vertical, رأسي، عمودي,
Vertical Alignment, محاذاة عامودي,
Vertical bar, شريط عامودي,
Vertically, عاموديا,
VFS, مخططات VFS القابلة للكتابة.,
Video, مرئية,
Video card, بطاقة مرئيات,
Video compression, ضغط مرئي,
Video conference, اجتماع مرئي,
Video interface, واجهة فيديو,
Video terminal, طرفية تلفزيونيّة,
View, عرض,
Viewer, مُظهر,
Viewport, منفذ العرض,
Violation, خرق,
Virtual, وهمي,
Virtual address, العنوان الظاهري,
Virtual Desktop, خلفية سطح المكتب,
Virtual machine, جهاز ظاهري,
Virtual memory, ذاكرة ظاهرية,
Virtual server, ملقم ظاهري,
Virus, فيروس,
Visibility, رؤية,
Visible, مرئيّ,
Visible bell, جرس مرئي,
Visit, زيارة,
Visual, بصري,
Visual bell, جرس مرئي,
Voice mail, بريد صوتي,
Volatile, متطاير,
Volatile memory, ذاكرة متطايرة,
Volume, حجم,
Von Neumann integer, عدد فون نيومان الصحيح,
 John Von Neumann, جون فون نيومان,
Von Neumann machine, آلة فون نيومان,
V-Sync, مزامنة رأسية,
Waiting, انتظار,
Wait state, حالة انتظار,
Wallpaper, خلفية الشاشة,
WAP, الواب,
Wap, واب,
Warning, إنذار,
Warranty, الضمان,
Watch, مراقبة,
Water, ماء,
Watermark, علامة مائية,
Wave, موجة,
Web, وِب,
Web browser, متصفًح الشبكة,
Webcam, كاميرا ويب,
Web master, مدير موقع,
Webmaster, مدير موقع,
Web page, صفحة شبكية,
Web server, خادوم وِب,
Webserver, خادم الشبكة,
Website, موقع على الانترنت,
Week, أسبوع,
Weekday, نهار,
Weekend, عطلة الأسبوع,
Weeks, أسابيع,
Weight, وزن,
Weighted search, بحث موزون,
Well-known port, منفذ معروف,
White, أبيض,
White paper, مستند تقني,
Whitespace, فاصل,
Wide area network, شبكة واسعة,
Wide character, حرف عريض,
Widget, ودجة,
Widow, أرملة,
Width, عرض,
Wiki, ويكي,
Wild card, بطاقة هوجاء,
Wildcard, حرف بدل,
Window, نافذة,
Window frame, اطار النافذة,
Window icon, ايقونة النافذة,
Windowing system, نظام النوافذ,
Window manager, منظّم النوافذ,
Windows, ويندوز,
Window system, نظام نوافذ,
Wired, سِلكي,
Wireless, لاسلكي,
Wireless local area network, شبكة منطقة محلية لاسلكية,
With, مع,
With copy, مع نسخة,
Wizard, مرشد,
Wizard mode, نمط مرشد,
Word, كلمة : عنصر,
Word processing, معالجة الكلمات,
Word processor, معالج نصوص,
Words, كلمات,
Word size, حجم كلمة,
Word wrap, التفاف الكلمات,
Work area, منطقة عمل,
Workaround, تحايل,
Workbook, كرّاس,
Workflow, سير العمل,
Work group, مجموعة عمل,
Workgroup, مجموعة عمل,
Work in progress, عمل قيد الإنجاز,
Worksheet, ورقة عمل,
Workspace, مساحة العمل,
Workspaces, مساحات عمل,
Work station, محطة عمل,
Workstation, محطة عمل,
Workweek, أسبوع عمل,
World, عالم,
World-readable, مقروء عالميأً,
Worm, دودة إنترنت,
Wrapper, غِلاف,
Write, أكتب,
Write-protect, يحمي ضد الكتابة,
Write queue, صف كتابة,
Write side, جانب كتابة,
Writing system, نظام كتابة,
X Align, ترصيف,
X-axis, محور سيني,
XDMCP socket, السوكت المحلّية,
XML, XML,
Y-axis, محور صادي,
Year, سنة,
Years, سنوات,
Yellow, أصفر,
Yes, نعم,
Yield, عائد,
Z-axis, محور عيني,
Z-buffer, مخزن مؤقت مرتب,
Zero, صفر,
Zero-content, فارغ المحتوى :: صفر المحتوى,
Zero state, حالة صفرية,
Zip Drive, قرص Zip,
Zip file, ملف مضغوط,
Zombie, زومبي,
Zone, نطاق,
Zoning, تقسيم إلى مناطق,
Zoo, حديقة الحيوانات,
Zoom in, كبِّر،تكبير,
Zoom out, صغِّر،تصغير,
